"CallStartTime","PacketLossRate","RoundTripLatencyInMs","PacketsSent","PacketsReceived","AverageJitterInMs","PacketReorderRatio"
"10.12.2018 13:01:32","0,00117785630153121","20,5","849","848","8,809793","0"
"10.12.2018 13:01:58","0,00117785630153121","19","849","848","7,111113","0"
"10.12.2018 13:02:25","0,00117785630153121","16,5","849","848","7,963921","0"
"10.12.2018 13:02:48","0,00117785630153121","17,5","849","848","6,755432","0"
"10.12.2018 13:03:15","0,00117785630153121","22,5","849","848","8,277473","0"
"10.12.2018 13:03:42","0,00117785630153121","17,5","849","848","7,766784","0"
"10.12.2018 13:04:09","0,00117785630153121","22,5","849","848","9,390169","0"
"10.12.2018 13:04:35","0,00117785630153121","24,5","849","848","8,552378","0"
"10.12.2018 13:05:02","0,00117785630153121","19","849","848","9,492611","0"
"10.12.2018 13:05:28","0,00117785630153121","19,5","849","848","12,97477","0"
"10.12.2018 13:05:56","0,00117785630153121","17","849","848","6,757769","0"
"10.12.2018 13:06:22","0,00117785630153121","18,5","849","848","7,077229","0"
"10.12.2018 13:06:50","0,00117785630153121","17,5","849","848","7,347224","0"
"10.12.2018 13:07:16","0,00117785630153121","18","849","848","7,379389","0"
"10.12.2018 13:07:42","0,00353356890459364","18","849","846","18,44216","0"
"10.12.2018 13:08:09","0,00117785630153121","22","849","848","12,56975","0"
"10.12.2018 13:08:32","0,00117785630153121","18,5","849","848","7,934862","0"
"10.12.2018 13:08:58","0,00117785630153121","17","849","848","7,458738","0"
"10.12.2018 13:09:26","0,00117785630153121","18,5","849","848","6,801463","0"
"10.12.2018 13:09:52","0,00117785630153121","18","849","848","6,84708","0"
"10.12.2018 13:10:19","0,00117785630153121","18,5","849","848","6,305291","0"
"10.12.2018 13:10:45","0,00117785630153121","19,5","849","848","8,172935","0"
"10.12.2018 13:11:12","0,00117785630153121","20,5","849","848","6,960916","0"
"10.12.2018 13:11:39","0,00117785630153121","19","849","848","7,079704","0"
"10.12.2018 13:12:06","0,00117785630153121","19,5","849","848","7,79723","0"
"10.12.2018 13:12:33","0,00117785630153121","23","849","848","10,81663","0"
"10.12.2018 13:12:59","0,00117785630153121","17,5","849","848","8,764896","0"
"10.12.2018 13:13:27","0,00117785630153121","20","849","848","7,686065","0"
"10.12.2018 13:13:54","0,00117785630153121","17,5","849","848","6,475729","0"
"10.12.2018 13:14:18","0,00117785630153121","17,5","849","848","6,768513","0"
"10.12.2018 13:14:45","0,00117785630153121","19,5","849","848","7,044182","0"
"10.12.2018 13:15:13","0,00117785630153121","17,5","849","848","7,140606","0"
"10.12.2018 13:15:40","0,00117785630153121","18","849","848","7,278388","0"
"10.12.2018 13:16:07","0,00117785630153121","17,5","849","848","7,175464","0"
"10.12.2018 13:16:34","0,00117785630153121","17","849","848","7,47358","0"
"10.12.2018 13:17:01","0,00117785630153121","19","849","848","7,903753","0"
"10.12.2018 13:17:27","0,00117785630153121","18,5","849","848","6,556343","0"
"10.12.2018 13:17:53","0,00117785630153121","19,5","849","848","7,110071","0"
"10.12.2018 13:18:20","0,00117785630153121","18","849","848","6,93163","0"
"10.12.2018 13:18:46","0,00117785630153121","18,5","849","848","6,777707","0"
"10.12.2018 13:19:13","0,00117785630153121","20","849","848","7,003508","0"
"10.12.2018 13:19:39","0,00117785630153121","20","849","848","7,274727","0"
"10.12.2018 13:20:04","0,00117785630153121","67","849","848","422,5396","0"
"10.12.2018 13:20:31","0,00117785630153121","20","849","848","7,289065","0"
"10.12.2018 13:20:58","0,00117785630153121","18","849","848","12,16199","0"
"10.12.2018 13:21:25","0,00117785630153121","17","849","848","6,492029","0"
"10.12.2018 13:21:51","0,00117785630153121","17,5","849","848","7,427694","0"
"10.12.2018 13:22:18","0,00117785630153121","17","849","848","6,370523","0"
"10.12.2018 13:22:44","0,00117785630153121","18,5","849","848","8,064244","0"
"10.12.2018 13:23:12","0,00117785630153121","18,5","849","848","6,713401","0"
"10.12.2018 13:23:40","0,00117785630153121","19","849","848","11,40347","0"
"10.12.2018 13:24:07","0,00117785630153121","19,5","849","848","7,814592","0"
"10.12.2018 13:24:33","0,00117785630153121","19,5","849","848","6,934272","0"
"10.12.2018 13:25:00","0,00117785630153121","20,5","849","848","8,329564","0"
"10.12.2018 13:25:26","0,00117785630153121","17,5","849","848","7,268698","0"
"10.12.2018 13:25:51","0,00117785630153121","19","849","848","7,856333","0"
"10.12.2018 13:26:17","0,00161550888529887","19","619","618","8,981723","0"
"10.12.2018 13:26:45","0,00117785630153121","19,5","849","848","6,691532","0"
"10.12.2018 13:27:12","0,00117785630153121","21,5","849","848","9,367464","0"
"10.12.2018 13:27:39","0,00235571260306243","23,5","849","847","7,666511","0"
"10.12.2018 13:28:06","0,00117785630153121","18,5","849","848","6,931806","0"
"10.12.2018 13:28:33","0,00117785630153121","19","849","848","6,786066","0"
"10.12.2018 13:28:59","0,00117785630153121","20","849","848","6,852287","0"
