"remoteudpport","minroundtrip","successrttcount","remoteip","answerreceived","averagertt","maxroundtrip"
"3478","20","5","13.107.8.2","True","21","22"
"3478","19","5","13.107.8.2","True","21","24"
"3478","20","5","13.107.8.2","True","23","25"
"3478","21","5","13.107.8.2","True","23","28"
"3478","20","5","13.107.8.2","True","21","22"
"3478","19","5","13.107.8.2","True","25","45"
"3478","20","5","13.107.8.2","True","21","22"
"3478","20","5","13.107.8.2","True","20","21"
"3478","19","5","13.107.8.2","True","21","24"
"3478","19","5","13.107.8.2","True","19","20"
"3478","19","5","13.107.8.2","True","20","22"
"3478","29","5","13.107.8.2","True","67","129"
"3478","23","5","13.107.8.2","True","30","49"
"3478","20","5","13.107.8.2","True","24","27"
"3478","21","5","13.107.8.2","True","28","42"
"3478","20","5","13.107.8.2","True","22","27"
"3478","20","5","13.107.8.2","True","21","23"
"3478","21","5","13.107.8.2","True","22","24"
"3478","20","5","13.107.8.2","True","24","30"
"3478","20","5","13.107.8.2","True","22","23"
"3478","20","5","13.107.8.2","True","21","25"
"3478","23","5","13.107.8.2","True","24","25"
"3478","20","5","13.107.8.2","True","21","23"
"3478","21","5","13.107.8.2","True","33","73"
"3478","21","5","13.107.8.2","True","22","23"
"3478","21","5","13.107.8.2","True","23","26"
"3478","21","5","13.107.8.2","True","25","30"
"3478","20","5","13.107.8.2","True","21","23"
"3478","19","5","13.107.8.2","True","20","21"
"3478","21","5","13.107.8.2","True","23","24"
"3478","22","5","13.107.8.2","True","30","49"
"3478","21","5","13.107.8.2","True","30","48"
"3478","20","5","13.107.8.2","True","22","24"
"3478","20","5","13.107.8.2","True","21","23"
"3478","20","5","13.107.8.2","True","28","43"
"3478","20","5","13.107.8.2","True","23","24"
"3478","20","5","13.107.8.2","True","22","26"
"3478","19","5","13.107.8.2","True","22","28"
"3478","20","5","13.107.8.2","True","21","23"
"3478","19","5","13.107.8.2","True","20","21"
"3478","20","5","13.107.8.2","True","22","24"
"3478","20","5","13.107.8.2","True","22","23"
"3478","20","5","13.107.8.2","True","23","26"
"3478","19","5","13.107.8.2","True","21","23"
"3478","19","5","13.107.8.2","True","21","22"
"3478","20","5","13.107.8.2","True","22","23"
"3478","20","5","13.107.8.2","True","24","25"
"3478","19","5","13.107.8.2","True","22","28"
"3478","20","5","13.107.8.2","True","21","22"
"3478","20","5","13.107.8.2","True","22","25"
"3478","20","5","13.107.8.2","True","22","24"
"3478","22","5","13.107.8.2","True","32","68"
"3478","20","5","13.107.8.2","True","22","24"
"3478","20","5","13.107.8.2","True","21","23"
"3478","20","5","13.107.8.2","True","22","25"
"3478","20","5","13.107.8.2","True","25","32"
"3478","19","5","13.107.8.2","True","23","27"
"3478","21","5","13.107.8.2","True","25","32"
"3478","20","5","13.107.8.2","True","21","21"
"3478","21","5","13.107.8.2","True","23","25"
"3478","20","5","13.107.8.2","True","21","23"
"3478","20","5","13.107.8.2","True","22","24"
"3478","20","5","13.107.8.2","True","30","66"
"3478","20","5","13.107.8.2","True","21","22"
"3478","20","5","13.107.8.2","True","21","23"
"3478","19","5","13.107.8.2","True","20","22"
"3478","20","5","13.107.8.2","True","21","24"
"3478","20","5","13.107.8.2","True","22","24"
"3478","21","5","13.107.8.2","True","30","48"
"3478","19","5","13.107.8.2","True","23","27"
"3478","19","5","13.107.8.2","True","22","30"
"3478","20","5","13.107.8.2","True","23","26"
"3478","21","5","13.107.8.2","True","23","24"
"3478","19","5","13.107.8.2","True","21","23"
"3478","19","5","13.107.8.2","True","21","25"
"3478","20","5","13.107.8.2","True","20","21"
"3478","20","5","13.107.8.2","True","23","24"
"3478","21","5","13.107.8.2","True","23","27"
"3478","20","5","13.107.8.2","True","22","27"
"3478","22","5","13.107.8.2","True","25","30"
"3478","21","5","13.107.8.2","True","23","26"
"3478","20","5","13.107.8.2","True","21","23"
"3478","23","5","13.107.8.2","True","24","25"
"3478","20","5","13.107.8.2","True","24","32"
"3478","19","5","13.107.8.2","True","21","22"
"3478","20","5","13.107.8.2","True","29","49"
"3478","22","5","13.107.8.2","True","25","27"
"3478","19","5","13.107.8.2","True","21","23"
"3478","19","5","13.107.8.2","True","23","31"
